Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,28-01-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.774,1.8,5.3,6.6,6.7,9.3,10.8,9.4,11.2,11.107,11.012,10.888,10.769,10.676,10.584,10.497,10.394,17.1,19.295,19.523,18.884,17.511,16.576,17.498,18.261,17.617,17.704,18.966,18.304,18.175,15.469,13.451,12.405,12.405
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.586,10.733,10.879,9.724,8.473,8.509,8.367,7.684,6.876,6.288,6.747,6.375,5.933,5.399,5.036,4.785,4.381,4.242,5.565,5.214,5.083,5.225,5.663,6.078,6.055,5.711,5.592,5.345,5.143,6.394,5.022,3.728,3.668,3.942
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.42,3.59,4.25,3.535,4.345,5.282,5.15,5.483,4.699,4.687,4.007,4.852,4.779,5.969,5.682,5.32,4.909,4.198,5.371,4.883,4.637,4.909,5.367,5.674,5.802,6.064,5.561,4.933,4.56,5.201,6.459,4.992,5.264,5.2
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.9,1.8,4.5,6.3,7.2,8.1,9.1,10,10.9,11.78,10.91,10.04,9.17,7.99,7.26,6.62,6.33,5.86,5.74,5.63,5.42,5.19,4.97,4.91,4.96,5,5,4.9,5,7.24,6.04,5.65,5.64,5.648
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.147,3.131,3.094,3.106,3.095,3.095,3.124,3.156,3.133,3.137,3.154,3.168,3.145,3.177,3.162,3.185,2.404,1.634,1.622,1.615,1.602,1.593,1.584,1.572,1.449,1.352,1.25,1.147,1.043,1.03,1.118,0.909,0.911,0.915
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.984,6.702,8.078,9.645,9.337,9.483,8.95,9.322,8.649,6.586,6.178,6.91,7.68,7.363,8.44,8.246,7.459,6.976,7.908,8.293,7.14,7.542,8.425,8.523,8.482,7.83,7.09,5.941,5.364,5.545,6.248,5.57,5.547,5.7
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.637,1.51,1.494,1.453,1.305,1.246,1.1,1.048,0.949,0.864,0.766,0.69,0.747,0.79,0.859,0.888,0.902,0.895,0.95,1.04,2.647,2.458,2.198,1.952,1.886,1.834,1.691,1.426,1.214,1.518,1.833,1.685,1.641,1.637
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.467,2.505,2.426,2.58,2.532,2.446,2.412,2.44,2.552,2.687,2.748,2.862,2.78,3.48,4,3.67,3.3,3.501,3.723,3.725,3.827,3.849,4.054,4.255,4.472,4.598,4.662,4.695,4.493,4.59,4.511,3.828,3.601,3.441
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.2,2.233,2.31,2.37,2.441,2.51,2.698,2.893,3.088,3.27,3.609,3.966,4.32,4.316,4.25,3.591,4.015,4.49,5,3.379,3.737,4.07,4.426,4.417,4.397,4.35,4.372,4.439,4.504,5.539,5.457,4.593,3.352,3.635
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.1,15.3,16.4,12.8,11.1,12.5,13.7,12.2,14.1,16.218,19.921,18.11,13.733,12.037,10.083,8.951,6.878,5.609,6.817,10.279,11.26,12.27,12.941,11.424,9.143,7.575,6.164,5.211,4.148,5.037,5.166,4.148,4.319,4.2
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.047,0.968,0.882,1.007,1.044,1.177,1.125,1.114,1.112,1.081,1.118,1.137,1.126,1.064,1.021,1.021,1.006,1.015,1.07,1.13,1.21,1.2,1.184,1.144,1.164,1.19,1.18,1.188,1.217,1.765,1.548,1.265,1.049,1.084
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.17,14.81,12.72,13.83,10.83,11.46,9.76,7.65,7.45,7.118,6.87,9.05,10.84,10.2,10.2,7.54,7.88,8.18,14.25,14.435,14.52,14.02,16.18,13.8,12,12.7,9.8,10,9.336,12.016,11.078,9.25,8.645,9.049
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.55,18.477,19.408,20.17,20.944,21.682,22.586,23.494,24.441,25.446,26.485,27.477,28.424,29.279,30.218,31.11,28.984,23.405,24.068,27.312,27.582,28.01,27.49,27.517,27.695,25.408,20.527,18.4,15.692,15.868,14.897,12.657,10.668,10.69
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.6,3.1,8.5,12.8,17.7,24.4,17.1,14,12.8,12.193,11.561,10.874,10.191,9.463,8.759,8.066,7.41,6.728,6.1,6.052,6.024,5.962,5.942,5.908,5.881,5.844,5.648,4.763,4.165,4.049,3.9,3.574,3.461,3.458
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.647,9.654,9.78,11.1,12.48,13.82,12.68,14.31,12.84,10.841,9.07,10.04,10.342,10.586,10.91,9.39,8.51,8.18,8.323,8.412,8.424,8.378,8.349,8.244,7.578,7,6.596,9.346,9.053,10.763,10.302,8.682,8.278,8.698
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.935,3.03,3.05,3.08,2.664,2.375,2.08,2.121,2.299,2.439,2.623,2.603,2.654,2.615,2.598,2.575,2.614,2.603,2.973,2.609,2.255,2.066,2.437,2.021,3.111,3.498,3.655,3.519,3.682,7.903,5.089,3.552,3.024,3.274
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.887,7.086,6.03,6.579,7.092,8.035,9.003,10.15,11.125,10.889,10.649,10.641,11.168,10.072,10.551,9.692,9.28,8.268,9.419,8.42,7.578,7.251,7.071,6.755,8.538,11.58,12.792,12.329,11.936,13.697,13.158,9.231,7.947,6.801
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,22.41,22.94,24.54,22.98,19.66,14.71,14.61,12.4,10.61,9.35,9.85,10.32,11,9.57,9.08,8.73,7.41,8.12,10.02,10.69,11.19,11.59,11.55,12.17,9.803,8.247,8.62,8.321,8.41,10.586,11.015,7.261,6.54,6.448
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.7,4.791,4.903,5.007,5.066,5.153,5.204,5.356,5.415,5.53,5.558,5.652,5.743,5.847,5.973,6.061,6.187,6.312,6.457,6.487,6.506,6.571,6.709,6.862,7.703,8.537,9.316,8.7,6.6,7.409,4.905,5.191,5.296,5.18
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.381,1.391,1.418,1.405,1.4,1.392,1.393,1.4,1.4,1.655,1.9,1.854,1.8,2.49,3.1,3.13,3.7,3.848,3.96,3.32,3.23,2.05,2.87,2.63,2.45,2.707,3.027,3.35,2.72,5.03,4.803,5.947,3.126,3.282
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.82,16.33,18.761,21.2,21.394,21.593,21.031,20.86,18.224,15.88,18.54,21.277,23.8,21.755,19.852,17.782,16.976,16.293,16.169,17.86,18.049,17.916,18.167,18.484,18.915,19.328,19.671,19.665,20.094,21.017,23.106,23.615,23.381,23.81
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.697,5.825,5.897,5.924,5.871,5.84,5.797,5.773,5.767,5.722,5.77,5.809,5.809,5.729,5.691,5.61,5.562,5.51,5.575,5.658,5.638,5.58,5.566,5.633,5.775,5.793,5.836,5.825,5.916,6.519,6.701,6.287,6.181,6.253
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.316,11.197,11.377,10.395,9.489,9.62,9.1,8.278,7.583,6.829,7.219,7.665,7.574,7.185,6.758,6.484,6.156,6.284,8.46,8.178,7.637,7.392,7.143,7.023,6.945,7.038,6.426,5.837,5.69,9.657,7.527,5.279,5.415,6.351
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.575458397,10.19597981,11.68858174,11.55681588,11.01672956,10.36303678,9.391728059,9.186974184,10.61831807,12.14936973,13.49811281,13.96097653,13.27642468,12.89146066,12.03115294,10.12491449,7.809129226,6.60116716,8.516508752,9.92718739,9.809608423,10.01483705,10.0761897,8.873704898,7.812607962,6.476269867,5.277190008,4.294834458,3.760726432,4.349642122,4.445080312,3.965405827,4.012304166,4.00056351
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.818,2.344,3.551,3.58,3.094,3.684,4.127,3.568,3.053,2.658,2.49,2.924,4.117,4.316,4.437,3.995,3.641,3.35,4.109,4.808,4.409,4.491,4.747,4.826,4.801,4.918,4.797,4.713,4.394,4.817,5.013,4.122,4.043,4.343
Channel Islands,CHI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.679,6.121,7.082,7.235,6.974,6.897,6.685,6.278,5.91,5.351,5.041,5.313,5.644,5.848,5.833,5.571,5.23,5.295,6.674,7.024,7.244,8.028,8.572,8.319,7.928,7.469,6.881,6.344,6.185,6.633,6.643,5.923,5.928,6.031
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.23,4.35,4.49,5.87,4.7,7.414,7.136,7.307,11.158,10.491,10.39,10.168,9.765,10.162,9.34,9.024,8.427,9.285,11.313,8.547,7.492,6.79,6.361,6.761,6.605,6.926,7.257,7.623,7.493,10.934,9.281,8.249,9.013,8.718
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.37,2.37,2.69,2.9,3,3.12,3.23,3.24,3.25,3.26,3.8,4.24,4.58,4.49,4.52,4.43,4.35,4.59,4.72,4.53,4.55,4.58,4.6,4.63,4.65,4.56,4.47,4.31,4.56,5,4.55,4.98,4.67,4.59
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.595,6.7,5.869,5.046,4.1,4.039,3.964,4.1,4.421,4.835,5.195,5.508,5.847,5.915,6.023,6.017,6.284,6.382,6.573,6.607,7.144,7.223,4.255,3.274,2.573,1.896,3.272,2.852,2.401,2.588,2.623,2.31,2.263,2.273
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.986,9.055,9.154,8.878,8.598,8.06,7.859,7.695,7.595,7.533,7.46,6.711,5.908,5.087,4.4,3.729,3.063,3.386,3.743,4.11,3.988,3.836,3.686,3.534,3.518,3.529,3.573,3.608,3.632,3.881,3.976,3.646,3.607,3.603
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.272,3.372,3.45,3.403,3.285,3.156,3.171,3.195,3.23,3.245,3.251,3.179,3.057,2.976,2.948,3.174,3.404,3.627,3.882,4.098,4.317,4.485,4.469,4.436,4.441,4.528,4.613,4.632,4.605,5.355,5.289,4.54,4.469,4.421
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.911,19.916,19.99,20.269,20.226,20.049,19.886,19.898,20.141,19.872,19.88,19.644,19.877,19.896,19.796,19.563,19.909,19.962,19.844,19.3,19.435,19.491,19.845,19.696,20.02,20.298,20.737,20.84,20.494,22.286,21.998,20.131,19.919,19.895
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.12,9.44,7.8,8.25,8.72,11.81,12.14,15,20.06,20.52,15.04,14.481,13.221,13.717,11.062,11.088,11.204,11.273,12.066,11.153,10.288,9.959,9.246,8.799,8.572,8.922,9.086,9.36,10.28,15.983,13.898,10.541,9.591,9.619
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.795,4.528,4.571,4.566,4.675,4.774,4.561,4.614,4.544,4.4,4.379,4.372,4.559,4.571,4.527,4.482,4.474,4.416,4.303,4.19,4.12,4.091,3.98,3.984,4.031,4.117,4.049,3.975,3.926,4.468,4.394,3.879,3.833,3.815
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.527,13.428,13.276,12.936,12.883,12.844,13.01,13.055,13.071,13.024,13.242,13.379,13.604,13.456,13.439,13.378,13.294,13.307,13.517,10.67,10.956,11.145,11.398,11.689,11.923,12.085,12.24,12.17,12.123,14.65,13.932,12.239,11.882,11.883
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.37,3.93,3.95,4.05,5.18,6.16,5.68,5.33,5.9,5.08,6.051,6.396,6.654,6.445,6.749,5.926,4.557,4.934,7.824,7.171,9.518,9.11,8.218,8.499,8.415,8.085,7.729,9.01,10.807,16.432,15.139,11.325,8.325,6.936
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.32496065,17.04385504,16.83946438,16.11543429,14.65076742,14.1980944,13.61194696,13.0418054,12.50196259,11.74276306,11.17944034,11.3083251,11.53806329,10.29160368,9.984805723,8.693941202,8.197699061,7.871190883,9.188085406,8.809349046,8.825317564,8.995637547,8.879507961,8.612948224,8.224535643,8.528976259,8.246740025,8.597086255,8.211425147,9.951815927,9.713271251,8.298677559,7.512812909,7.491806999
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.306,8.779,9.27,8.806,8.27,7.61,7.1,6.23,6.26,5.45,4.08,3.31,2.33,1.854,1.95,1.913,1.788,1.583,1.67,2.5,3.18,3.46,3.29,2.7,2.4,2,1.7,1.7,1.705,2.233,2.11,1.829,1.73,1.755
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3,2.09,2.7,2.7,2.6,3.1,3.4,3.3,5.532,4.766,4.043,3.336,4.153,4.77,5.481,4.593,3.946,3.756,5.594,6.359,7.942,12.097,16.131,16.277,15.026,13.006,11.155,8.504,7.155,7.755,7.513,6.806,5.835,4.9
Czechia,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.27,2.6,4.349,4.284,4.082,3.852,4.674,6.455,8.702,8.764,8.128,7.28,7.777,8.298,7.927,7.141,5.316,4.392,6.662,7.281,6.712,6.979,6.953,6.108,5.048,3.952,2.893,2.246,2.015,2.55,2.803,2.224,2.579,2.6
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.316,6.323,7.675,8.727,8.158,8.822,9.861,9.787,8.854,7.917,7.773,8.482,9.779,10.727,11.193,10.277,8.732,7.508,7.88,7.043,5.967,5.372,5.316,4.979,4.612,4.104,3.781,3.384,3.163,3.881,3.594,3.137,3.071,3.4
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,26.118,26.457,27.253,27.118,27.303,27.172,27.176,27.027,26.742,26.664,26.597,26.589,26.484,26.441,26.448,26.382,26.292,26.183,26.325,26.368,26.31,26.179,26.149,26.16,26.063,25.982,26.064,26.18,26.257,27.701,27.628,26.272,26.074,26.007
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.099,9.027,10.719,8.036,6.992,6.844,5.4,5.039,5.141,4.476,4.164,4.274,5.398,5.204,4.83,3.897,3.801,3.683,6.409,7.746,7.769,7.798,7.384,6.925,6.278,5.989,5.833,5.131,5.018,5.644,5.065,4.434,5.094,5.358
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.863,6.669,6.322,6.285,6.439,6.485,6.323,6.304,6.312,6.432,7.262,6.779,6.938,6.303,6.587,5.654,5.158,4.764,5.467,5.212,6.087,6.722,7.351,6.719,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.555,5.312
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.6,24.38,26.23,27.74,31.84,28.268,25.43,26.85,28.575,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.207,11.206,10.202,12,12.112,12.302,14.08,13.656,12.382,11.645,11.655
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.413906239,2.38330584,2.634681538,2.933144452,3.016461568,3.121194585,3.21299232,3.383605391,3.47870712,3.433349705,3.855787281,4.169500981,4.416843899,4.411270899,4.490191745,4.383644845,4.364625899,4.44442037,4.425096245,4.163700374,4.114794488,4.052760451,4.055061808,4.05030844,4.124583419,4.043124717,3.921666204,3.812352656,3.904326431,4.369436974,4.133286628,4.234911942,3.977123817,3.913709916
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.277952631,6.347837155,6.522535875,6.758300097,7.033934563,6.883428684,6.76187368,6.869428929,7.066167661,7.072811485,7.156390581,7.390064123,7.296218875,7.189461517,7.113328545,6.889540963,6.823868243,6.765727193,6.882237256,6.698364997,6.607362439,6.701841468,6.677110927,6.614190582,6.793244042,6.734148033,6.718064785,6.775261301,6.309705493,7.364170865,6.74359582,5.64296814,5.113135212,5.143761762
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.459601418,2.452985125,2.708016411,2.976841157,3.052253546,3.167139362,3.256325979,3.547738771,3.659459769,3.563330334,3.966066056,4.265578216,4.479618033,4.429807376,4.474634692,4.351012904,4.304298529,4.381949301,4.47420797,4.224550765,4.130910046,4.060530127,4.05303743,4.025415804,4.089876948,4.003937815,3.874564803,3.754424527,3.824420119,4.296583403,4.062190925,4.100322543,3.861870126,3.805940173
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.471752761,5.269922997,5.933072082,7.155989131,8.559806661,9.949965505,10.12382021,11.0176038,11.39392119,10.74621839,10.64085342,10.70287438,10.29097464,10.13630774,9.620723288,9.156326666,8.613122466,8.581234306,10.18561362,9.54059516,8.883918719,8.600979811,8.563583951,8.960736353,8.961054314,9.037563514,8.943360274,8.611590053,9.118070578,9.268142251,8.954079222,7.715385454,7.179667851,6.903926052
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.899086805,7.503639878,8.65755617,9.651483593,9.931119023,10.2686228,10.51816122,10.69287744,10.58517737,9.684830919,9.056420068,9.078709209,9.113467441,9.056514253,8.731816582,8.172975275,7.24696439,7.168970787,9.058951873,9.117327668,8.851159261,9.070960349,9.267914709,8.945317487,8.558228928,8.078105844,7.485535276,6.87753388,6.623684206,7.095066995,6.900089933,5.846137875,5.552462848,5.371930767
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.371,4.333,4.403,4.409,4.408,4.422,4.424,4.389,4.656,4.8,4.252,4.825,5.662,5.002,3.779,3.55,3.142,3.917,4.608,4.088,3.458,3.235,3.083,3.48,3.616,4.597,3.836,3.53,3.812,6.116,4.504,3.713,3.51,3.453
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.38,8.92,10.92,10.93,11.04,9,8.37,8.03,7.95,8.98,9.26,10.01,10.91,10.32,11.049,10.49,8.8,8.517,9.087,8.757,11.849,12.597,13.154,13.105,13.052,12.45,11.767,9.855,7.851,7.974,7.441,6.546,6.753,6.817
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.316332022,8.930729867,10.69165086,11.73776778,11.41899861,11.62587485,11.62244063,11.20566974,10.45428216,9.473211244,8.419561216,8.680855239,9.021841487,9.290768711,9.150075094,8.429566063,7.53715997,7.544251385,9.633346264,10.17401941,10.26045494,11.41570948,11.99971445,11.62466136,10.88141299,10.03203729,9.068480856,8.145745207,7.507639086,7.834442102,7.740919969,6.777357292,6.562841419,6.386332686
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.129,5.297,5.387,5.446,5.349,5.31,5.4,5.501,5.604,5.656,5.74,5.794,5.79,5.704,5.721,5.707,5.719,5.683,5.757,5.854,5.801,5.692,5.624,5.637,5.751,5.772,5.804,5.756,5.812,6.375,6.489,6.033,5.909,5.947
